_id,Condition,ICD10,ICD10QF,SMRType,FinancialYear,CA,CAQF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
14687,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000018,"",157,132.3,0,:,126,"",105,"",0,:,1.2
14688,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000050,"",38.1,32.6,0,:,132,"",111,"",0,:,1.2
14689,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000029,"",10.4,9.7,0,:,33,"",30,"",0,:,1.1
14690,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000010,"",42.1,40.7,0,:,39,"",39,"",0,:,1
14691,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000040,"",77.4,62,0,:,135,"",105,"",0,:,1.3
14692,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000019,"",61.9,54.3,0,:,51,"",45,"",0,:,1.1
14693,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000020,"",11.2,11.2,0,:,9,"",9,"",0,:,1
14694,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000013,"",0,0,0,:,0,"",0,"",0,:,0
14695,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000023,"",0,0,0,:,0,"",0,"",0,:,0
14696,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000048,"",97.4,78,0,:,135,"",108,"",0,:,1.3
14697,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000038,"",137.8,117.2,0,:,240,"",204,"",0,:,1.2
14698,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000011,"",48.4,44.2,0,:,42,"",39,"",0,:,1.1
14699,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000027,"",0,0,0,:,0,"",0,"",0,:,0
14700,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2006/07,S12000030,"",37.9,30.7,0,:,33,"",27,"",0,:,1.2
14701,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000033,"",15.9,13.4,5.3,"",33,"",27,"",12,"",1.2
14702,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000034,"",7,7.2,4.1,"",18,"",18,"",9,"",1
14703,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000041,"",77.6,55.1,29.4,"",84,"",60,"",33,"",1.4
14704,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000035,"",40.2,32.4,16.7,"",36,"",30,"",15,"",1.2
14705,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000008,"",93,70.8,41.3,"",114,"",87,"",51,"",1.3
14706,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000021,"",91.3,70.1,32.7,"",123,"",93,"",42,"",1.3
14707,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000028,"",73.2,67.1,32.4,"",81,"",75,"",36,"",1.1
14708,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000026,"",40.5,38.1,18.4,"",45,"",42,"",21,"",1.1
14709,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000005,"",29.4,27.6,18.5,"",15,"",15,"",9,"",1
14710,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000006,"",31.4,28.6,17.8,"",45,"",39,"",24,"",1.2
14711,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000045,"",22.7,19.6,13.4,"",24,"",21,"",12,"",1.1
14712,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000039,"",20.9,18.6,9.1,"",18,"",18,"",9,"",1
14713,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000042,"",86.1,68.2,29.4,"",114,"",90,"",39,"",1.3
14714,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000036,"",66.6,57.7,28.9,"",297,"",255,"",132,"",1.2
14715,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000014,"",41.2,32.2,20.1,"",66,"",51,"",30,"",1.3
14716,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000047,"",54.5,43,26.7,"",198,"",156,"",96,"",1.3
14717,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000049,"",57.9,50,27,"",327,"",282,"",156,"",1.2
14718,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000017,"",57.9,50.9,23.5,"",132,"",114,"",51,"",1.2
14719,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000018,"",154.3,130.5,67.1,"",126,"",105,"",54,"",1.2
14720,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000050,"",37.5,32.1,16.7,"",132,"",111,"",57,"",1.2
14721,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000029,"",18.9,16.8,10.8,"",60,"",54,"",33,"",1.1
14722,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000010,"",51.4,47.5,34,"",48,"",45,"",33,"",1.1
14723,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000040,"",61.3,51.6,22.4,"",111,"",93,"",39,"",1.2
14724,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000019,"",57.6,50.6,26.1,"",48,"",42,"",21,"",1.1
14725,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000020,"",10.9,9.8,3.3,"",9,"",9,"",3,"",1
14726,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000013,"",18.8,15.3,11.8,"",6,"",3,"",3,"",2
14727,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000023,"",0,0,0,"",0,"",0,"",0,"",0
14728,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000048,"",75.8,54.5,23.6,"",105,"",75,"",33,"",1.4
14729,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000038,"",96.1,84,40.8,"",165,"",144,"",69,"",1.1
14730,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000011,"",40,34.5,14.6,"",33,"",30,"",12,"",1.1
14731,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000027,"",0,0,0,"",0,"",0,"",0,"",0
14732,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2007/08,S12000030,"",36.8,28.8,12.8,"",30,"",24,"",12,"",1.3
14733,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000033,"",18.2,15,8.6,"",39,"",33,"",18,"",1.2
14734,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000034,"",9.4,9,5.6,"",24,"",24,"",15,"",1
14735,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000041,"",67.2,53.9,25.8,"",75,"",60,"",30,"",1.3
14736,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000035,"",61.7,50.2,28.9,"",54,"",45,"",24,"",1.2
14737,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000008,"",94.3,77.4,31.6,"",114,"",93,"",39,"",1.2
14738,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000021,"",86.1,70.3,32.3,"",117,"",96,"",45,"",1.2
14739,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000028,"",72.8,64.6,24.1,"",78,"",69,"",24,"",1.1
14740,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000026,"",34.8,31.1,16.2,"",39,"",33,"",18,"",1.2
14741,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000005,"",67.3,49.5,32.4,"",36,"",27,"",18,"",1.3
14742,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000006,"",39.2,33.2,20.9,"",57,"",48,"",30,"",1.2
14743,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000045,"",15.6,14.7,10,"",18,"",15,"",12,"",1.2
14744,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000039,"",24,19.6,7.1,"",21,"",18,"",6,"",1.2
14745,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000042,"",133.6,102.6,49.6,"",180,"",138,"",69,"",1.3
14746,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000036,"",67.9,60.4,27.2,"",309,"",273,"",126,"",1.1
14747,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000014,"",62.2,47,31,"",99,"",75,"",48,"",1.3
14748,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000047,"",35.5,29.8,13.4,"",129,"",108,"",48,"",1.2
14749,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000049,"",67.2,60.9,32.5,"",384,"",345,"",186,"",1.1
14750,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000017,"",57.9,51.8,24.7,"",132,"",117,"",54,"",1.1
14751,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000018,"",201,175.1,92.2,"",168,"",147,"",78,"",1.1
14752,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000050,"",41.4,36.8,20.6,"",144,"",129,"",72,"",1.1
14753,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000029,"",12.4,12.4,7.4,"",39,"",39,"",24,"",1
14754,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000010,"",48.8,45.9,27.9,"",48,"",45,"",27,"",1.1
14755,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000040,"",59.9,46.4,22.4,"",108,"",84,"",39,"",1.3
14756,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000019,"",47.2,37.2,19,"",39,"",30,"",15,"",1.3
14757,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000020,"",8,6.7,4.6,"",6,"",6,"",3,"",1
14758,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000013,"",22.1,22.1,14.8,"",6,"",6,"",3,"",1
14759,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000023,"",0,0,0,"",0,"",0,"",0,"",0
14760,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000048,"",76.1,61.3,36.3,"",108,"",87,"",51,"",1.2
14761,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000038,"",128.7,112.7,55.6,"",228,"",198,"",96,"",1.2
14762,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000011,"",56.2,46.3,16.7,"",45,"",39,"",15,"",1.2
14763,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000027,"",0,0,0,"",0,"",0,"",0,"",0
14764,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2008/09,S12000030,"",37.8,33.1,16.5,"",33,"",30,"",15,"",1.1
14765,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000033,"",22.2,19.4,11.4,"",48,"",42,"",24,"",1.1
14766,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000034,"",9.2,8.4,5,"",24,"",21,"",12,"",1.1
14767,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000041,"",78.1,60.3,29.6,"",87,"",66,"",33,"",1.3
14768,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000035,"",39.4,33.8,16.5,"",33,"",30,"",15,"",1.1
14769,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000008,"",82.5,73.1,38,"",102,"",90,"",48,"",1.1
14770,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000021,"",88.9,72.6,30,"",120,"",99,"",39,"",1.2
14771,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000028,"",83.9,64.7,26.2,"",87,"",69,"",27,"",1.3
14772,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000026,"",28.5,25.7,13.8,"",33,"",30,"",15,"",1.1
14773,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000005,"",27.4,23.5,16.2,"",15,"",12,"",9,"",1.3
14774,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000006,"",45.8,34.7,18.9,"",66,"",51,"",27,"",1.3
14775,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000045,"",32.9,26.6,14.9,"",33,"",27,"",15,"",1.2
14776,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000039,"",37.9,33.7,16.6,"",36,"",30,"",15,"",1.2
14777,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000042,"",180.3,135.3,72.1,"",237,"",180,"",96,"",1.3
14778,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000036,"",64.3,55.9,24.1,"",294,"",258,"",117,"",1.1
14779,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000014,"",58.3,50.5,29.5,"",93,"",81,"",48,"",1.1
14780,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000047,"",26.8,22.2,10.9,"",96,"",81,"",39,"",1.2
14781,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000049,"",73.6,65.3,37,"",423,"",375,"",213,"",1.1
14782,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000017,"",48.5,41.8,17.9,"",111,"",96,"",39,"",1.2
14783,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000018,"",214.1,168.8,71.1,"",174,"",138,"",57,"",1.3
14784,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000050,"",42,35.2,15.9,"",144,"",120,"",54,"",1.2
14785,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000029,"",14.1,12.2,6.4,"",45,"",39,"",21,"",1.2
14786,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000010,"",43.1,40.7,21.1,"",42,"",42,"",21,"",1
14787,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000040,"",46,40,16.6,"",84,"",72,"",30,"",1.2
14788,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000019,"",57.6,42.8,12.3,"",48,"",36,"",9,"",1.3
14789,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000020,"",3.2,3.2,0,"",3,"",3,"",0,"",1
14790,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000013,"",0,0,0,"",0,"",0,"",0,"",0
14791,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000023,"",0,0,0,"",0,"",0,"",0,"",0
14792,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000048,"",79.6,58.1,25.4,"",111,"",81,"",36,"",1.4
14793,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000038,"",84.9,76.4,36.9,"",150,"",135,"",66,"",1.1
14794,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000011,"",31.9,30.1,14.4,"",27,"",27,"",12,"",1
14795,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000027,"",0,0,0,"",0,"",0,"",0,"",0
14796,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2009/10,S12000030,"",38.3,34.6,25.6,"",30,"",27,"",21,"",1.1
14797,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000033,"",16.4,14.5,8.1,"",36,"",33,"",18,"",1.1
14798,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000034,"",10.4,8.6,6.8,"",27,"",24,"",18,"",1.1
14799,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000041,"",96.4,74.2,39.3,"",105,"",81,"",45,"",1.3
14800,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000035,"",32.8,28.7,13.8,"",30,"",24,"",12,"",1.3
14801,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000008,"",86.8,76.7,39.8,"",105,"",93,"",48,"",1.1
14802,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000021,"",98.5,85.1,34.2,"",132,"",114,"",45,"",1.2
14803,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000028,"",64.7,51,32.2,"",69,"",54,"",33,"",1.3
14804,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000026,"",29.3,28,18.1,"",30,"",30,"",18,"",1
14805,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000005,"",32.2,30.5,21.5,"",18,"",15,"",12,"",1.2
14806,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000006,"",53.9,39.7,25.4,"",75,"",54,"",36,"",1.4
14807,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000045,"",29.3,23.8,8.7,"",27,"",21,"",9,"",1.3
14808,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000039,"",49.4,45,34.8,"",45,"",39,"",30,"",1.2
14809,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000042,"",153.6,118.1,42.8,"",207,"",159,"",57,"",1.3
14810,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000036,"",63.9,57.7,29.4,"",294,"",264,"",138,"",1.1
14811,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000014,"",39.8,31.2,16.2,"",63,"",51,"",27,"",1.2
14812,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000047,"",25,21.4,11,"",90,"",78,"",39,"",1.2
14813,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000049,"",60.5,55.1,27.2,"",357,"",324,"",165,"",1.1
14814,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000017,"",60.9,56,28.6,"",141,"",132,"",66,"",1.1
14815,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000018,"",88.6,77.4,37.9,"",72,"",63,"",30,"",1.1
14816,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000050,"",24.8,19.5,8,"",87,"",69,"",27,"",1.3
14817,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000029,"",9.6,9,3.4,"",30,"",30,"",12,"",1
14818,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000010,"",32.7,31.8,14.6,"",33,"",30,"",15,"",1.1
14819,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000040,"",42.6,41,21.9,"",78,"",75,"",39,"",1
14820,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000019,"",34.1,29,12,"",27,"",24,"",9,"",1.1
14821,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000020,"",3,3,0,"",3,"",3,"",0,"",1
14822,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000013,"",0,0,0,"",0,"",0,"",0,"",0
14823,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000023,"",0,0,0,"",0,"",0,"",0,"",0
14824,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000048,"",63.8,51.6,24.2,"",93,"",75,"",36,"",1.2
14825,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000038,"",32.7,29,10.2,"",57,"",51,"",18,"",1.1
14826,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000011,"",10.7,10.7,3.4,"",9,"",9,"",3,"",1
14827,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000027,"",0,0,0,"",0,"",0,"",0,"",0
14828,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2010/11,S12000030,"",37.1,34.6,19.8,"",30,"",30,"",18,"",1
14829,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000033,"",12.4,12.4,10,"",27,"",27,"",24,"",1
14830,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000034,"",8.5,7.8,5.1,"",21,"",21,"",12,"",1
14831,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000041,"",115.7,89.7,45.3,"",132,"",102,"",51,"",1.3
14832,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000035,"",35.4,28.3,11,"",33,"",24,"",9,"",1.4
14833,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000008,"",80,58.8,23.9,"",96,"",72,"",30,"",1.3
14834,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000021,"",103.9,86.1,38.6,"",135,"",111,"",51,"",1.2
14835,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000028,"",65.5,50.6,22.7,"",69,"",54,"",24,"",1.3
14836,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000026,"",21.6,19.6,7.2,"",24,"",21,"",9,"",1.1
14837,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000005,"",61.4,50.4,27.4,"",33,"",27,"",15,"",1.2
14838,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000006,"",52.5,42.5,19.7,"",78,"",60,"",27,"",1.3
14839,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000045,"",17.7,17.7,9.1,"",15,"",15,"",9,"",1
14840,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000039,"",72.4,60.8,39.6,"",63,"",54,"",36,"",1.2
14841,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000042,"",80.4,63.9,23,"",111,"",90,"",33,"",1.2
14842,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000036,"",56.5,50.6,23,"",270,"",243,"",111,"",1.1
14843,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000014,"",38,35,16.9,"",63,"",57,"",27,"",1.1
14844,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000047,"",23.2,21.3,11.9,"",84,"",78,"",42,"",1.1
14845,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000049,"",59.8,52.3,28.5,"",345,"",303,"",165,"",1.1
14846,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000017,"",53.7,48.8,26,"",126,"",114,"",60,"",1.1
14847,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000018,"",31.4,28.6,16.1,"",24,"",24,"",12,"",1
14848,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000050,"",34.2,29.6,14.6,"",117,"",102,"",51,"",1.1
14849,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000029,"",10.8,10.5,6.4,"",33,"",33,"",21,"",1
14850,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000010,"",35.8,32.1,19.2,"",36,"",33,"",18,"",1.1
14851,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000040,"",55.6,50.1,25.1,"",99,"",90,"",45,"",1.1
14852,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000019,"",51.6,51.6,29,"",42,"",42,"",24,"",1
14853,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000020,"",0,0,0,"",0,"",0,"",0,"",0
14854,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000013,"",0,0,0,"",0,"",0,"",0,"",0
14855,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000023,"",0,0,0,"",0,"",0,"",0,"",0
14856,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000048,"",55.1,38.7,19.6,"",78,"",54,"",27,"",1.4
14857,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000038,"",10.1,9.4,4,"",18,"",15,"",6,"",1.2
14858,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000011,"",8,8,0,"",6,"",6,"",0,"",1
14859,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000027,"",0,0,0,"",0,"",0,"",0,"",0
14860,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2011/12,S12000030,"",50.2,44.9,26.9,"",42,"",39,"",24,"",1.1
14861,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000033,"",15,15,8.9,"",33,"",33,"",21,"",1
14862,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000034,"",5.9,5.9,3.8,"",15,"",15,"",9,"",1
14863,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000041,"",78.5,66.8,30.8,"",90,"",75,"",33,"",1.2
14864,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000035,"",42.4,37.6,26.5,"",33,"",30,"",21,"",1.1
14865,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000008,"",57.4,46.4,21.8,"",69,"",54,"",27,"",1.3
14866,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000021,"",88.8,69,31.9,"",117,"",90,"",42,"",1.3
14867,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000028,"",78.3,65.2,34.2,"",84,"",72,"",36,"",1.2
14868,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000026,"",24.6,19,10,"",27,"",21,"",9,"",1.3
14869,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000005,"",38.3,30.6,22.9,"",18,"",15,"",12,"",1.2
14870,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000006,"",40,36.6,17.5,"",57,"",51,"",24,"",1.1
14871,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000045,"",14.7,13.8,6.7,"",15,"",15,"",9,"",1
14872,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000039,"",62.4,54.6,26.9,"",57,"",48,"",24,"",1.2
14873,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000042,"",50.8,39.7,12.1,"",66,"",54,"",18,"",1.2
14874,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000036,"",56.4,51,24.1,"",267,"",243,"",120,"",1.1
14875,M&B - Alcohol Dependence syndrome,F10.2,"",SMR04,2012/13,S12000014,"",41,35.8,22.1,"",69,"",60,"",36,"",1.2
